source,current_name,proposed_name,name_decision,name_rationale,module,kind,parameter,current_default,default_decision,default_rationale,migration_note
pyo3,poly_person_fit,poly_person_fit,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,observed,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
pyo3,poly_person_fit,poly_person_fit,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,prior_mean,0.0,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
pyo3,poly_person_fit,poly_person_fit,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,prior_sd,1.0,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
pyo3,poly_person_fit,poly_person_fit,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,q_theta,21,require,ADR-0028 rule 1: numerical-precision (quadrature node count) control; no in-repo citation for this value and/or below the AGENTS.md #1929 floor of 121 -> required argument.,"Deprecation: keep q_theta=21 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
pyo3,polytomous_predictions,polytomous_predictions,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,,,n/a,No defaulted parameters.,
pyo3,predict_rating_multi,predict_rating_multi,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,,,n/a,No defaulted parameters.,
pyo3,predict_rating_two,predict_rating_two,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,,,n/a,No defaulted parameters.,
pyo3,projected_m2,projected_m2,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,,,n/a,No defaulted parameters.,
pyo3,py_a_stratified,py_a_stratified,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,,,n/a,No defaulted parameters.,
pyo3,py_breslow_day_dif,py_breslow_day_dif,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,,,n/a,No defaulted parameters.,
pyo3,py_ccat_select,py_ccat_select,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,,,n/a,No defaulted parameters.,
pyo3,py_ci_classify,py_ci_classify,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,,,n/a,No defaulted parameters.,
pyo3,py_delta_plot,py_delta_plot,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,,,n/a,No defaulted parameters.,
pyo3,py_dimtest,py_dimtest,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,,,n/a,No defaulted parameters.,
pyo3,py_eb_mh_dif,py_eb_mh_dif,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,,,n/a,No defaulted parameters.,
pyo3,py_epv_select,py_epv_select,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,,,n/a,No defaulted parameters.,
pyo3,py_flexilevel_administer,py_flexilevel_administer,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,,,n/a,No defaulted parameters.,
pyo3,py_flexilevel_score_distribution,py_flexilevel_score_distribution,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,,,n/a,No defaulted parameters.,
pyo3,py_gbt,py_gbt,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,,,n/a,No defaulted parameters.,
pyo3,py_gmh_dif,py_gmh_dif,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,,,n/a,No defaulted parameters.,
pyo3,py_hofstee,py_hofstee,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,,,n/a,No defaulted parameters.,
pyo3,py_k_index,py_k_index,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,,,n/a,No defaulted parameters.,
pyo3,py_k_variants,py_k_variants,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,,,n/a,No defaulted parameters.,
pyo3,py_kl_information,py_kl_information,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,,,n/a,No defaulted parameters.,
pyo3,py_kl_select,py_kl_select,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,,,n/a,No defaulted parameters.,
pyo3,py_mantel_smd_dif,py_mantel_smd_dif,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,,,n/a,No defaulted parameters.,
pyo3,py_owen_cat,py_owen_cat,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,sig2_stop,None,require,ADR-0028 rule 1: iteration/convergence precision control; no documented convergence-criterion source -> required argument.,"Deprecation: keep sig2_stop=None accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
pyo3,py_owen_update,py_owen_update,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,,,n/a,No defaulted parameters.,
pyo3,py_person_fit_np,py_person_fit_np,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,,,n/a,No defaulted parameters.,
pyo3,py_pyramidal_administer,py_pyramidal_administer,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,b_next,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
pyo3,py_sprt_classify,py_sprt_classify,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,,,n/a,No defaulted parameters.,
pyo3,py_stradaptive_administer,py_stradaptive_administer,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,,,n/a,No defaulted parameters.,
pyo3,py_sympson_hetter,py_sympson_hetter,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,,,n/a,No defaulted parameters.,
pyo3,py_two_stage_route,py_two_stage_route,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,,,n/a,No defaulted parameters.,
pyo3,py_two_stage_score,py_two_stage_score,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,,,n/a,No defaulted parameters.,
pyo3,py_wollack_omega,py_wollack_omega,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,,,n/a,No defaulted parameters.,
pyo3,raju_area,raju_area,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,alpha,0.05,require,ADR-0028 rule 2: decision threshold / flag cutoff / stopping rule; no APA 7th source cited for this specific value -> required argument.,"Deprecation: keep alpha=0.05 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
pyo3,raju_area,raju_area,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,guess,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
pyo3,raju_area,raju_area,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,signed,false,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
pyo3,rank_centrality,rank_centrality,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,alpha,0.0,require,ADR-0028 rule 2: decision threshold / flag cutoff / stopping rule; no APA 7th source cited for this specific value -> required argument.,"Deprecation: keep alpha=0.0 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
pyo3,rater_bias,rater_bias,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,,,n/a,No defaulted parameters.,
pyo3,residual_interaction_map,residual_interaction_map,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,,,n/a,No defaulted parameters.,
pyo3,residual_item_fit,residual_item_fit,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,n_bins,10,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
pyo3,robinson_a,robinson_a,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,,,n/a,No defaulted parameters.,
pyo3,rt_person_fit,rt_person_fit,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,alpha_level,0.05,require,ADR-0028 rule 2: decision threshold / flag cutoff / stopping rule; no APA 7th source cited for this specific value -> required argument.,"Deprecation: keep alpha_level=0.05 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
